CO,Benzene,NO2,Temperature,Humidity(%),Datetime
0.6,3.6,-200,21.9,48.3,2004-07-09 03:00:00
5.0,28.8,184,34.1,23.0,2004-09-20 17:00:00
1.8,10.1,110,38.1,26.3,2004-01-07 14:00:00
2.6,14.3,120,31.9,38.4,2004-06-29 20:00:00
3.4,22.0,73,25.8,41.9,2004-07-09 08:00:00
-200.0,2.3,-200,13.8,72.7,2004-04-18 06:00:00
4.1,22.4,187,13.9,42.8,2004-12-13 13:00:00
2.9,18.7,62,26.0,55.8,2004-10-08 08:00:00
-200.0,9.3,-200,25.3,52.9,2004-08-28 23:00:00
1.6,7.0,93,15.3,41.5,2004-08-04 21:00:00
-200.0,4.4,-200,12.9,69.1,2004-04-04 06:00:00
1.4,5.3,135,10.9,55.9,2005-02-14 00:00:00
0.7,2.6,66,11.3,72.9,2004-02-04 05:00:00
3.1,13.6,116,17.9,49.4,2004-05-04 20:00:00
1.0,6.0,86,33.8,22.8,2004-08-24 14:00:00
2.1,-200.0,165,-200.0,-200.0,2005-09-02 11:00:00
-200.0,3.5,-200,13.7,64.8,2004-04-04 07:00:00
3.0,-200.0,149,-200.0,-200.0,2005-03-01 00:00:00
2.3,10.0,113,6.7,77.1,2005-08-01 08:00:00
-200.0,9.0,-200,18.2,55.9,2004-12-10 10:00:00
7.4,-200.0,257,-200.0,-200.0,2004-12-14 17:00:00
2.6,15.8,130,29.8,38.0,2004-09-23 14:00:00
1.0,8.1,69,20.5,54.8,2004-09-06 06:00:00
-200.0,5.6,-200,13.3,27.5,2004-12-31 16:00:00
4.9,25.6,151,24.0,50.0,2004-02-11 12:00:00
3.8,18.1,163,28.2,24.8,2004-08-09 20:00:00
1.6,14.2,83,17.4,50.9,2004-05-31 07:00:00
-200.0,3.2,58,17.6,67.4,2004-03-06 05:00:00
-200.0,8.8,-200,33.6,25.7,2004-08-29 18:00:00
4.0,24.4,135,19.2,45.7,2004-10-05 19:00:00
0.6,1.6,67,10.4,36.2,2004-11-14 22:00:00
1.5,-200.0,75,-200.0,-200.0,2004-09-08 17:00:00
3.2,20.7,119,23.6,47.3,2004-06-28 07:00:00
1.6,5.4,111,12.9,70.5,2004-12-11 01:00:00
-200.0,5.8,-200,14.3,58.1,2004-10-13 07:00:00
1.6,8.2,83,14.6,56.4,2004-09-26 08:00:00
-200.0,5.4,-200,34.9,29.5,2004-08-18 14:00:00
1.2,4.7,96,11.2,59.2,2004-10-03 23:00:00
2.4,11.9,122,31.8,27.4,2004-09-20 15:00:00
-200.0,8.7,-200,37.9,25.7,2004-04-08 13:00:00
2.0,8.9,96,14.2,48.4,2004-03-25 13:00:00
2.3,12.6,112,29.3,45.8,2004-06-29 22:00:00
3.6,21.2,129,23.2,56.6,2004-01-10 10:00:00
2.6,9.9,105,15.3,51.4,2004-04-16 09:00:00
1.6,11.8,112,32.3,13.3,2004-05-26 14:00:00
3.8,18.3,129,17.0,43.1,2004-03-22 18:00:00
0.6,1.5,81,12.2,35.6,2005-02-04 02:00:00
2.2,9.5,153,7.4,44.5,2005-02-16 18:00:00
2.4,10.2,206,5.8,72.5,2005-02-22 18:00:00
0.5,2.3,35,19.3,57.0,2004-09-19 05:00:00
4.9,29.8,95,14.8,61.3,2004-04-29 07:00:00
1.6,8.0,87,22.2,64.9,2004-09-23 00:00:00
-200.0,19.3,140,25.9,51.5,2004-03-08 07:00:00
5.5,30.4,104,15.0,58.3,2004-04-28 07:00:00
0.8,3.3,36,28.8,22.7,2004-05-23 14:00:00
2.0,8.4,148,10.2,23.8,2004-12-18 22:00:00
1.0,4.6,52,16.9,47.7,2004-09-25 09:00:00
1.1,6.9,85,25.1,13.1,2004-05-24 14:00:00
1.5,6.0,91,9.8,50.8,2004-03-26 21:00:00
1.8,5.8,81,19.4,80.5,2004-10-10 15:00:00
3.2,20.3,198,35.5,19.1,2004-07-15 17:00:00
-200.0,11.1,-200,26.2,33.6,2004-03-06 12:00:00
1.5,10.4,96,24.7,39.3,2004-11-06 00:00:00
-200.0,3.0,-200,13.7,66.5,2004-04-04 05:00:00
-200.0,19.5,-200,27.7,53.7,2004-09-14 16:00:00
2.0,6.7,140,2.1,36.6,2005-02-28 18:00:00
3.0,14.1,146,18.5,43.0,2004-02-04 21:00:00
1.9,8.8,87,13.4,41.0,2004-03-26 16:00:00
1.5,4.7,126,7.3,36.8,2005-01-27 14:00:00
2.7,14.2,103,19.7,64.5,2004-10-28 19:00:00
-200.0,23.9,-200,23.9,57.2,2004-05-10 20:00:00
3.3,20.1,142,29.7,20.6,2004-04-23 12:00:00
1.3,4.5,125,7.3,35.0,2005-01-27 15:00:00
0.5,0.5,-200,4.0,36.4,2005-01-31 03:00:00
0.9,2.7,107,3.3,31.5,2005-01-03 15:00:00
1.5,12.1,172,17.8,33.3,2005-11-03 13:00:00
-200.0,3.7,-200,10.1,71.8,2004-04-21 05:00:00
3.1,17.6,165,31.5,30.8,2004-09-20 12:00:00
0.4,3.0,34,32.4,19.3,2004-11-07 15:00:00
2.4,12.7,123,17.3,61.1,2004-12-05 16:00:00
3.8,16.5,180,13.3,56.2,2005-07-01 16:00:00
2.3,9.8,-200,18.8,26.2,2005-10-03 13:00:00
3.4,-200.0,-200,-200.0,-200.0,2004-08-09 17:00:00
1.3,5.5,-200,25.7,35.8,2004-06-09 21:00:00
1.0,2.6,53,8.2,60.8,2004-11-03 23:00:00
0.9,5.5,54,26.5,40.7,2004-08-17 00:00:00
0.8,1.7,57,10.8,57.2,2004-03-24 06:00:00
2.1,11.7,95,20.3,44.1,2004-10-05 11:00:00
3.0,18.2,138,32.6,34.8,2004-09-13 12:00:00
1.1,2.8,112,11.0,33.0,2005-01-16 16:00:00
0.2,4.5,117,3.8,59.7,2005-11-03 07:00:00
0.8,2.1,85,4.4,80.5,2005-02-22 01:00:00
1.6,6.6,110,28.5,41.6,2004-07-25 20:00:00
2.2,7.8,166,6.5,74.7,2005-05-03 22:00:00
-200.0,24.2,-200,17.6,70.5,2004-06-10 07:00:00
2.4,17.4,145,14.1,65.9,2005-10-01 16:00:00
-200.0,12.7,-200,27.2,40.7,2004-07-10 15:00:00
0.7,3.1,85,2.2,60.1,2004-12-19 07:00:00
1.7,6.9,187,10.5,27.8,2005-07-02 17:00:00
2.9,-200.0,115,-200.0,-200.0,2004-12-15 00:00:00
1.0,2.9,83,14.7,66.4,2005-03-29 01:00:00
-200.0,11.9,128,31.4,22.7,2004-07-27 18:00:00
0.5,1.3,60,6.4,50.2,2005-02-18 06:00:00
-200.0,9.5,-200,35.9,20.3,2004-11-09 16:00:00
1.6,8.6,93,25.0,24.2,2004-05-15 11:00:00
1.3,6.9,56,19.2,23.8,2004-05-24 09:00:00
-200.0,16.8,149,39.6,17.0,2004-07-19 17:00:00
1.4,8.1,86,27.4,20.5,2004-05-15 16:00:00
0.8,3.4,-200,13.6,62.2,2005-09-01 03:00:00
0.8,2.2,76,8.5,30.4,2005-02-15 01:00:00
0.7,4.2,-200,14.8,79.7,2004-10-28 03:00:00
0.8,4.6,65,15.6,63.9,2004-12-05 02:00:00
0.5,2.2,60,17.4,53.4,2004-09-29 02:00:00
3.9,22.3,120,26.6,51.2,2004-01-07 08:00:00
0.7,3.0,73,12.9,67.5,2005-03-21 06:00:00
1.3,6.9,69,38.8,15.8,2004-08-16 17:00:00
1.1,2.8,71,12.1,60.5,2004-12-04 12:00:00
7.0,35.7,117,23.2,54.7,2004-07-10 20:00:00
4.8,20.5,194,14.7,63.1,2004-11-19 08:00:00
0.7,4.5,68,20.2,50.7,2004-03-07 05:00:00
-200.0,8.9,-200,21.2,59.3,2004-04-10 22:00:00
1.9,12.5,110,37.3,16.6,2004-11-06 14:00:00
0.7,1.6,48,10.5,58.1,2004-11-03 06:00:00
3.5,21.7,148,31.2,20.3,2004-05-20 17:00:00
0.8,2.8,61,14.8,59.2,2004-03-16 02:00:00
0.4,3.8,60,22.9,31.3,2004-05-29 14:00:00
1.5,11.2,74,30.9,19.7,2004-03-05 15:00:00
1.9,7.4,191,13.7,17.4,2005-08-03 12:00:00
0.5,11.5,126,7.0,77.8,2005-01-22 04:00:00
3.9,19.4,120,17.3,62.6,2004-05-05 14:00:00
1.0,3.0,113,4.1,28.6,2005-01-03 16:00:00
0.6,2.1,9,15.4,52.7,2004-09-25 07:00:00
1.3,4.1,81,13.9,55.6,2004-03-20 02:00:00
3.5,13.7,199,11.7,49.3,2005-10-03 10:00:00
1.5,6.3,139,9.6,31.3,2005-02-16 13:00:00
3.2,15.8,171,13.4,40.4,2004-11-16 20:00:00
3.0,16.8,139,13.1,48.0,2005-01-21 15:00:00
2.3,-200.0,109,-200.0,-200.0,2004-06-20 00:00:00
2.0,12.8,131,30.3,23.0,2004-10-09 10:00:00
0.6,1.3,60,12.9,70.4,2005-10-01 04:00:00
1.3,7.1,107,34.6,18.2,2004-08-24 13:00:00
3.4,16.9,143,11.9,59.1,2005-01-14 16:00:00
1.1,5.4,92,6.0,77.3,2004-12-14 06:00:00
2.0,9.9,113,15.8,48.0,2004-01-04 22:00:00
2.0,9.2,86,26.0,31.9,2004-01-05 12:00:00
-200.0,2.3,-200,21.8,55.2,2004-12-09 05:00:00
3.2,13.0,143,11.0,74.4,2004-01-12 11:00:00
2.1,10.6,74,22.2,64.4,2004-10-31 10:00:00
2.4,16.5,130,37.5,18.1,2004-08-06 14:00:00
2.2,13.1,106,34.9,20.5,2004-06-23 12:00:00
4.5,-200.0,210,-200.0,-200.0,2004-12-16 11:00:00
1.7,9.0,95,25.7,19.4,2004-05-17 16:00:00
2.3,10.9,142,14.2,26.8,2004-11-12 20:00:00
1.5,8.9,169,7.3,42.2,2005-01-24 19:00:00
-200.0,6.0,-200,16.0,52.6,2004-10-13 15:00:00
2.2,9.9,148,10.5,70.3,2004-10-11 22:00:00
2.6,10.3,124,14.5,45.4,2004-09-12 20:00:00
1.1,5.8,69,17.6,69.9,2004-10-27 22:00:00
0.8,1.4,-200,11.7,38.7,2004-03-30 03:00:00
1.4,-200.0,85,-200.0,-200.0,2004-06-20 21:00:00
-200.0,9.0,-200,21.5,40.7,2004-04-04 10:00:00
3.4,15.8,184,21.4,38.7,2005-03-23 11:00:00
1.5,4.7,85,8.2,63.4,2004-11-03 22:00:00
0.4,3.1,48,20.4,52.6,2004-11-07 07:00:00
-200.0,31.5,-200,14.7,62.3,2004-10-05 07:00:00
0.7,3.0,68,6.6,75.3,2004-12-14 05:00:00
1.8,11.2,96,32.3,23.6,2004-12-06 11:00:00
1.5,-200.0,86,-200.0,-200.0,2004-09-04 06:00:00
0.4,2.5,52,21.1,59.9,2004-09-24 04:00:00
-200.0,4.7,-200,23.5,58.3,2004-08-31 01:00:00
3.6,13.4,169,1.4,61.3,2004-12-23 08:00:00
0.8,5.7,68,20.7,46.4,2004-12-07 01:00:00
0.7,4.0,53,15.2,58.3,2004-09-29 06:00:00
2.0,8.7,145,16.1,52.8,2005-09-01 16:00:00
1.0,5.3,44,23.3,59.4,2004-06-24 02:00:00
2.6,5.4,137,6.7,47.6,2005-01-02 23:00:00
3.4,20.8,120,18.3,67.6,2004-10-26 10:00:00
0.6,1.3,92,4.5,65.1,2005-04-03 04:00:00
3.5,16.5,191,11.8,65.5,2005-12-01 11:00:00
-200.0,6.9,92,23.1,48.8,2004-07-27 06:00:00
1.2,6.5,47,32.5,39.4,2004-08-19 10:00:00
1.9,9.0,73,15.5,73.3,2004-06-11 02:00:00
1.6,6.2,77,17.4,35.4,2004-11-04 10:00:00
-200.0,1.2,33,12.5,51.2,2004-04-25 04:00:00
3.4,18.9,174,26.1,24.8,2004-09-28 14:00:00
0.8,3.5,54,14.6,77.1,2004-05-05 05:00:00
1.4,5.1,100,12.4,73.8,2004-12-18 02:00:00
5.7,26.8,265,11.4,55.4,2005-12-02 20:00:00
4.3,10.7,166,5.9,62.1,2005-02-26 23:00:00
3.8,17.7,185,14.7,52.3,2005-12-01 13:00:00
-200.0,5.3,-200,16.9,51.1,2004-04-17 21:00:00
4.1,15.6,212,6.7,39.6,2005-02-02 21:00:00
1.1,5.6,-200,14.8,50.6,2004-05-15 03:00:00
6.5,35.3,149,20.8,64.0,2004-10-28 17:00:00
1.4,8.8,93,26.7,36.4,2004-10-07 09:00:00
-200.0,3.4,-200,10.1,64.6,2004-12-29 08:00:00
2.0,6.7,212,8.0,33.3,2005-06-02 11:00:00
2.6,13.0,120,17.2,62.9,2004-05-05 11:00:00
0.6,2.4,64,15.0,16.3,2004-12-18 15:00:00
0.4,1.2,59,10.1,64.5,2005-03-15 05:00:00
1.0,4.0,55,10.2,73.4,2004-10-04 05:00:00
-200.0,2.5,37,21.6,44.0,2004-07-15 04:00:00
2.1,11.7,101,28.9,29.3,2004-05-22 16:00:00
-200.0,4.5,-200,21.0,50.1,2004-04-06 02:00:00
4.9,27.8,207,33.5,38.0,2004-06-30 18:00:00
1.9,10.7,110,34.1,33.3,2004-06-08 15:00:00
2.4,14.1,201,13.2,51.4,2005-12-03 20:00:00
1.7,9.3,66,33.9,37.1,2004-08-19 19:00:00
-200.0,1.6,77,3.1,51.0,2005-01-23 07:00:00
1.1,4.0,66,14.9,60.6,2004-03-21 05:00:00
1.4,5.8,180,5.5,42.6,2005-05-02 21:00:00
1.4,3.5,104,15.4,75.2,2005-03-27 16:00:00
5.9,33.4,218,14.1,44.9,2004-12-13 17:00:00
-200.0,7.3,178,5.8,43.4,2005-01-23 11:00:00
1.3,3.5,130,4.0,39.0,2005-01-30 23:00:00
0.4,2.2,80,3.9,65.5,2005-04-02 05:00:00
1.5,4.9,111,15.6,60.1,2004-11-13 01:00:00
1.1,-200.0,92,-200.0,-200.0,2005-03-01 05:00:00
-200.0,21.0,-200,19.3,59.6,2004-10-14 19:00:00
6.6,-200.0,229,-200.0,-200.0,2004-12-15 17:00:00
1.5,8.6,64,23.3,60.5,2004-06-24 01:00:00
0.1,3.9,114,12.0,53.3,2005-12-03 23:00:00
1.9,13.0,110,25.7,58.9,2004-02-08 07:00:00
0.7,4.1,60,23.3,48.4,2004-06-07 02:00:00
2.6,15.4,94,21.4,50.9,2004-04-30 14:00:00
0.6,1.0,44,10.4,53.7,2004-11-14 02:00:00
2.9,7.3,-200,3.4,66.7,2005-02-02 03:00:00
-200.0,3.6,-200,15.8,75.5,2004-10-17 03:00:00
3.2,17.8,140,16.0,67.9,2005-03-24 12:00:00
4.8,22.9,137,6.7,72.6,2004-11-25 09:00:00
4.5,26.4,158,24.9,48.3,2004-10-26 14:00:00
-200.0,6.4,-200,30.3,47.3,2004-08-19 21:00:00
2.1,9.5,92,16.0,58.1,2004-08-12 12:00:00
2.1,9.1,122,11.2,70.3,2005-12-01 02:00:00
2.3,8.7,116,17.6,19.9,2004-10-12 16:00:00
2.6,13.9,150,14.6,59.6,2005-05-01 15:00:00
-200.0,7.6,-200,24.8,70.4,2004-12-09 13:00:00
2.4,7.5,128,4.9,80.1,2005-01-15 01:00:00
-200.0,0.4,-200,7.4,45.7,2004-12-31 04:00:00
3.2,10.6,129,6.2,84.1,2004-12-19 22:00:00
1.6,5.7,86,11.7,78.6,2004-02-12 02:00:00
1.1,3.2,119,4.0,79.3,2005-02-23 01:00:00
2.0,8.8,152,4.5,53.0,2004-12-22 08:00:00
0.1,0.7,29,16.1,36.5,2004-05-24 05:00:00
1.2,4.9,101,13.0,71.9,2005-03-30 00:00:00
1.8,8.5,90,15.7,49.4,2004-06-04 21:00:00
-200.0,5.1,-200,12.6,79.9,2004-04-17 06:00:00
1.4,9.4,84,18.5,57.4,2004-12-07 06:00:00
1.2,2.5,78,2.8,55.2,2004-12-23 06:00:00
4.0,13.2,176,12.2,61.1,2004-12-25 14:00:00
1.3,4.9,101,16.4,67.3,2005-03-28 09:00:00
1.2,2.6,87,4.4,43.7,2005-01-29 16:00:00
1.6,6.5,116,11.2,59.6,2004-10-03 22:00:00
1.5,5.9,93,26.6,47.2,2004-07-26 00:00:00
1.1,5.3,89,35.8,27.7,2004-08-13 12:00:00
1.6,6.0,136,10.1,58.9,2005-02-14 01:00:00
0.8,5.4,66,23.4,58.6,2004-01-07 05:00:00
3.6,15.9,108,19.5,56.2,2004-05-23 01:00:00
-200.0,13.1,-200,18.5,74.4,2004-10-20 06:00:00
5.4,32.3,220,35.2,16.6,2004-09-09 18:00:00
2.5,10.9,218,7.4,69.3,2005-02-22 16:00:00
0.5,2.6,-200,24.3,49.0,2004-08-17 03:00:00
1.6,8.3,71,34.3,31.5,2004-09-08 12:00:00
1.3,3.9,93,12.7,62.7,2004-12-04 11:00:00
4.2,22.1,107,16.4,50.2,2004-07-05 08:00:00
-200.0,2.1,98,2.5,54.1,2005-01-23 08:00:00
1.8,10.9,127,37.8,22.7,2004-01-07 16:00:00
-200.0,7.1,-200,23.1,52.1,2004-07-30 03:00:00
0.5,3.4,43,16.1,69.3,2004-05-11 06:00:00
1.3,15.1,196,8.2,36.8,2005-01-22 23:00:00
1.7,8.4,113,22.9,29.2,2005-03-22 17:00:00
3.0,14.2,130,10.0,74.2,2004-03-23 08:00:00
-200.0,2.2,30,23.8,65.7,2004-09-08 04:00:00
1.9,12.0,120,36.9,23.3,2004-02-07 13:00:00
1.7,8.4,124,8.2,46.8,2004-11-12 08:00:00
1.2,3.5,124,15.5,33.9,2005-02-04 19:00:00
1.6,5.2,128,11.2,37.1,2005-02-27 11:00:00
1.1,4.8,36,38.3,19.8,2004-08-15 12:00:00
5.2,24.3,127,21.7,62.9,2004-10-24 19:00:00
-200.0,6.8,79,27.2,36.9,2004-07-20 01:00:00
2.4,13.6,94,16.8,79.8,2004-10-30 07:00:00
0.5,1.0,54,6.0,42.9,2005-08-02 04:00:00
2.5,5.9,-200,5.0,66.3,2005-12-02 03:00:00
7.3,-200.0,214,-200.0,-200.0,2004-12-15 18:00:00
2.1,11.7,118,24.8,33.7,2004-09-20 21:00:00
-200.0,8.6,-200,35.6,22.6,2004-08-29 17:00:00
1.3,8.5,93,19.5,36.9,2004-05-29 22:00:00
1.0,3.5,109,4.1,51.5,2005-01-02 02:00:00
1.0,3.3,111,19.2,27.0,2005-01-04 14:00:00
3.3,15.1,116,13.3,68.8,2004-11-24 11:00:00
1.0,5.4,76,16.7,79.7,2004-10-30 05:00:00
1.5,12.4,78,24.6,47.5,2004-01-06 15:00:00
-200.0,14.8,-200,13.9,49.0,2004-12-28 13:00:00
1.9,8.2,97,6.9,76.1,2004-12-14 02:00:00
4.7,17.7,140,14.6,74.9,2004-04-16 16:00:00
-200.0,11.2,-200,12.1,61.5,2004-12-28 19:00:00
6.3,28.3,172,13.8,68.5,2004-11-29 10:00:00
0.8,-200.0,99,-200.0,-200.0,2005-09-02 00:00:00
-200.0,6.9,-200,14.0,70.9,2004-04-19 06:00:00
0.7,4.5,70,21.3,35.8,2004-05-29 11:00:00
-200.0,15.8,-200,32.3,35.9,2004-09-14 12:00:00
1.6,-200.0,95,-200.0,-200.0,2005-10-02 02:00:00
3.0,18.0,107,28.2,20.4,2004-04-27 13:00:00
3.7,18.2,145,14.4,43.4,2004-12-03 19:00:00
2.0,10.1,117,17.7,63.5,2005-03-25 23:00:00
1.8,7.9,172,8.1,64.0,2005-02-21 14:00:00
3.3,14.9,188,8.6,57.6,2005-04-03 12:00:00
3.3,16.4,106,23.6,27.5,2004-01-04 17:00:00
4.6,21.0,139,16.2,48.6,2004-01-04 09:00:00
2.1,14.3,99,26.9,32.6,2004-07-07 00:00:00
1.8,5.2,93,10.6,59.5,2004-12-04 19:00:00
0.4,1.2,42,20.5,46.8,2004-06-13 08:00:00
0.3,5.3,123,9.9,68.9,2005-03-14 02:00:00
1.7,7.6,99,12.3,81.9,2004-11-27 06:00:00
1.1,3.7,7,15.4,53.6,2004-09-25 01:00:00
-200.0,1.2,-200,13.3,35.6,2004-05-25 03:00:00
1.3,5.0,88,15.6,61.7,2004-11-13 04:00:00
1.1,7.2,71,22.6,51.0,2004-04-07 02:00:00
1.8,9.5,107,31.5,28.7,2004-06-17 15:00:00
3.5,14.6,129,14.1,49.6,2004-04-13 20:00:00
1.5,13.8,141,4.3,58.6,2005-11-03 08:00:00
5.6,32.5,161,23.1,36.7,2004-04-23 19:00:00
1.1,5.9,52,25.3,46.7,2004-10-24 13:00:00
4.5,30.1,198,16.0,38.6,2004-12-13 16:00:00
2.6,11.6,132,15.5,40.7,2005-02-13 18:00:00
1.0,3.3,94,4.0,80.9,2005-10-03 04:00:00
-200.0,8.2,-200,20.2,45.6,2004-10-16 13:00:00
2.1,12.3,117,20.2,42.8,2004-05-20 23:00:00
1.5,4.9,107,13.2,66.8,2005-11-01 01:00:00
0.9,3.3,-200,3.7,57.5,2005-01-02 03:00:00
-200.0,3.3,-200,25.4,59.9,2004-12-09 15:00:00
-200.0,7.7,-200,18.0,46.1,2004-10-13 12:00:00
2.3,9.1,142,17.2,51.5,2004-11-13 20:00:00
0.8,2.1,69,15.1,47.6,2005-03-31 23:00:00
3.2,15.3,187,18.8,49.2,2004-11-18 14:00:00
1.6,7.5,84,9.9,65.2,2004-03-17 07:00:00
-200.0,5.6,-200,17.1,71.8,2004-04-10 06:00:00
2.2,10.7,112,24.3,38.4,2005-03-26 17:00:00
1.7,10.1,71,20.4,66.7,2004-10-23 00:00:00
1.2,4.6,-200,17.1,59.2,2004-07-11 03:00:00
1.7,7.4,68,31.6,43.6,2004-08-19 20:00:00
-200.0,15.8,-200,30.1,42.0,2004-09-14 11:00:00
1.9,-200.0,187,-200.0,-200.0,2005-08-02 20:00:00
-200.0,1.1,-200,8.1,47.8,2004-12-31 07:00:00
0.7,3.9,46,37.9,18.8,2004-04-07 13:00:00
-200.0,7.8,-200,24.6,38.0,2004-08-21 20:00:00
1.4,7.7,82,29.5,19.8,2004-05-16 12:00:00
-200.0,15.4,-200,15.1,51.8,2004-08-05 20:00:00
3.7,12.4,175,19.6,47.8,2005-03-28 19:00:00
1.5,9.5,104,23.7,43.4,2004-09-07 22:00:00
1.7,7.6,99,6.0,78.5,2005-07-01 08:00:00
-200.0,15.3,-200,37.2,18.9,2004-02-09 17:00:00
-200.0,13.1,-200,33.0,31.4,2004-08-30 15:00:00
0.3,2.3,35,17.3,54.1,2004-05-20 05:00:00
5.8,26.4,189,7.9,77.1,2005-01-14 19:00:00
0.6,2.9,47,15.7,80.5,2004-04-05 05:00:00
3.4,14.4,162,7.0,56.3,2005-01-20 08:00:00
-200.0,10.0,-200,25.4,35.2,2004-07-09 22:00:00
-200.0,22.2,-200,20.2,53.0,2004-09-30 10:00:00
6.3,30.9,243,18.0,36.0,2005-03-15 19:00:00
2.3,9.9,164,16.5,14.9,2005-08-03 16:00:00
1.7,9.2,87,25.5,22.6,2004-05-15 13:00:00
2.0,8.5,103,14.9,52.0,2004-01-04 23:00:00
1.0,6.7,70,21.6,51.9,2004-10-07 02:00:00
3.2,17.0,156,13.0,39.3,2004-08-11 17:00:00
-200.0,7.4,-200,18.9,50.6,2004-12-10 14:00:00
1.8,8.7,96,21.5,44.5,2004-06-14 08:00:00
2.9,14.2,126,15.8,37.0,2004-12-03 15:00:00
2.0,8.0,104,14.1,54.4,2004-02-04 00:00:00
2.4,8.6,147,12.0,34.3,2004-11-15 21:00:00
0.8,3.6,115,2.5,64.8,2005-01-02 04:00:00
-200.0,38.8,-200,19.3,59.0,2004-10-18 18:00:00
1.7,8.9,94,22.5,53.7,2004-09-23 23:00:00
1.7,6.2,126,8.3,69.7,2005-01-14 22:00:00
-200.0,5.3,-200,18.3,53.1,2004-09-30 01:00:00
0.7,5.6,-200,10.9,34.9,2005-01-24 14:00:00
1.2,6.7,73,37.2,20.5,2004-06-26 16:00:00
0.7,2.8,43,21.6,45.8,2004-06-15 01:00:00
2.2,14.1,65,27.5,60.1,2004-12-08 08:00:00
2.2,9.5,101,10.5,60.6,2004-11-03 09:00:00
3.5,20.1,136,24.0,43.1,2004-06-23 09:00:00
1.3,7.7,68,18.6,60.0,2004-09-19 08:00:00
0.8,6.8,148,10.3,34.2,2004-11-21 11:00:00
-200.0,7.8,-200,21.0,48.1,2004-03-06 23:00:00
5.9,22.7,191,15.2,62.2,2004-11-19 09:00:00
2.1,9.1,107,17.3,79.3,2004-10-29 23:00:00
0.5,3.0,51,20.8,49.4,2004-06-15 05:00:00
2.7,11.3,-200,9.6,78.7,2005-02-13 03:00:00
0.9,4.3,54,15.6,70.8,2004-06-11 04:00:00
5.2,28.0,240,5.5,69.3,2005-01-18 14:00:00
4.4,16.2,217,16.9,40.3,2005-03-17 10:00:00
3.7,19.7,95,13.6,56.3,2004-03-16 09:00:00
3.5,14.0,146,12.3,75.4,2004-12-26 19:00:00
1.2,6.4,82,20.0,50.7,2004-09-18 07:00:00
3.1,11.4,122,10.5,75.4,2004-11-28 23:00:00
4.4,24.3,192,11.7,55.7,2004-12-14 11:00:00
3.3,11.2,169,4.8,45.1,2004-12-22 22:00:00
0.4,5.4,64,21.4,36.9,2004-05-30 23:00:00
1.6,5.1,167,4.2,49.5,2005-01-28 15:00:00
3.1,15.9,135,22.9,33.8,2004-02-04 12:00:00
1.1,5.8,64,33.4,22.5,2004-08-28 13:00:00
0.9,3.6,63,12.5,69.3,2004-03-19 02:00:00
3.1,12.7,128,12.3,78.3,2004-06-05 15:00:00
7.3,33.2,233,13.9,67.6,2004-11-23 14:00:00
4.1,17.7,147,8.0,71.9,2005-01-14 10:00:00
1.7,8.4,88,33.5,34.0,2004-07-08 11:00:00
2.1,13.0,118,31.0,22.6,2004-05-19 14:00:00
3.0,-200.0,143,-200.0,-200.0,2005-03-01 02:00:00
-200.0,23.1,-200,21.5,44.5,2004-10-15 16:00:00
1.4,5.9,97,20.8,36.3,2004-05-16 22:00:00
-200.0,22.1,194,33.9,26.8,2004-07-21 10:00:00
2.0,7.7,118,4.9,66.3,2004-12-12 09:00:00
1.4,5.7,106,12.6,74.3,2004-12-17 23:00:00
2.9,17.5,146,25.1,43.0,2004-09-06 09:00:00
0.5,3.5,43,18.2,57.6,2004-06-21 05:00:00
0.4,2.3,58,19.5,42.4,2004-06-26 05:00:00
0.4,0.6,37,0.2,40.6,2005-01-03 02:00:00
3.8,19.3,114,11.2,57.0,2004-03-26 09:00:00
0.6,-200.0,36,-200.0,-200.0,2004-06-20 13:00:00
2.1,8.3,136,17.8,45.2,2005-03-31 19:00:00
3.7,22.3,112,26.8,49.1,2004-10-22 14:00:00
1.0,4.2,121,9.3,33.8,2005-05-02 13:00:00
1.4,16.9,208,6.9,76.9,2005-01-22 09:00:00
-200.0,5.3,-200,10.1,77.5,2004-04-19 23:00:00
0.3,0.9,28,11.1,60.1,2004-04-13 04:00:00
1.5,11.3,111,27.4,31.5,2004-09-09 22:00:00
1.8,7.5,120,9.3,37.6,2004-12-22 11:00:00
1.4,6.1,156,11.3,33.5,2005-04-02 16:00:00
3.8,20.4,161,25.8,23.2,2004-03-16 14:00:00
1.5,5.6,155,8.9,37.9,2005-02-16 16:00:00
3.8,22.1,175,30.5,22.7,2004-07-15 19:00:00
2.6,14.4,114,26.8,29.5,2004-04-24 11:00:00
2.1,8.6,105,10.9,56.1,2004-03-27 23:00:00
2.8,12.9,111,14.3,58.2,2004-07-04 07:00:00
0.8,5.3,84,16.3,69.8,2005-03-26 05:00:00
-200.0,-200.0,-200,-200.0,-200.0,2004-05-26 00:00:00
0.6,4.4,-200,22.4,47.2,2004-07-09 04:00:00
2.8,19.6,97,16.6,55.9,2004-05-20 07:00:00
3.6,16.3,165,12.3,48.9,2005-01-02 17:00:00
0.9,1.6,45,11.2,69.0,2004-11-28 05:00:00
0.6,1.1,54,12.4,32.0,2004-11-14 12:00:00
6.5,28.3,227,15.9,47.9,2005-03-14 20:00:00
0.2,0.3,30,-0.3,38.4,2005-01-03 05:00:00
